4.0442e+05,3.0721e+05,3.07e+05,3.0996e+05,3.0622e+05,3.0455e+05,3.172e+05,3.0914e+05,3.0272e+05,3.0743e+05,3.0812e+05,3.0605e+05,3.0637e+05,3.0976e+05,3.0753e+05,3.058e+05,3.0857e+05,3.0947e+05,3.0834e+05,3.0985e+05,3.0788e+05,3.1469e+05,3.0649e+05,3.1408e+05,3.0622e+05,3.0453e+05,3.0865e+05,3.0559e+05,3.2362e+05,3.0408e+05,3.0596e+05,3.2061e+05,3.0797e+05,3.1949e+05,3.0049e+05,3.0675e+05,2.9805e+05,3.0366e+05,3.0654e+05,2.9949e+05,3.0108e+05,3.0321e+05,3.0922e+05,2.9938e+05,3.0295e+05,3.0036e+05,3.0608e+05,3.0697e+05,3.0494e+05,3.0407e+05,3.0699e+05,3.1285e+05,3.0254e+05,3.2198e+05,3.0253e+05,3.3102e+05,2.9763e+05,3.0284e+05,2.9599e+05,2.9182e+05,3.1163e+05,2.6812e+05,2.3698e+05,1.7948e+05,1.0489e+05,1.1515e+05,1.4328e+05,1.8887e+05,2.1376e+05,2.4499e+05,2.6712e+05,2.8684e+05,2.887e+05,3.008e+05,3.0028e+05,3.026e+05,3.0881e+05,3.4068e+05,3.0869e+05,3.1425e+05,3.1303e+05,3.092e+05,3.1514e+05,3.1065e+05,3.13e+05,3.0631e+05,3.1821e+05,3.0773e+05,3.1985e+05,3.078e+05,3.1276e+05,3.095e+05,3.0997e+05,3.1633e+05,3.1514e+05,3.13e+05,3.158e+05,3.216e+05,3.1371e+05,3.0956e+05,3.1411e+05
2.0906e+05,2.0284e+05,1.9998e+05,1.9503e+05,1.9502e+05,1.9116e+05,1.8972e+05,1.8439e+05,1.8183e+05,1.8164e+05,1.7896e+05,1.7974e+05,1.7773e+05,1.7898e+05,1.7881e+05,1.7528e+05,1.7028e+05,1.6173e+05,1.5179e+05,1.3627e+05,1.1424e+05,78703,50338,48249,78512,1.1739e+05,1.389e+05,1.5461e+05,1.6241e+05,1.72e+05,1.7332e+05,1.7967e+05,1.7884e+05,1.8378e+05,1.8466e+05,1.8251e+05,1.8307e+05,1.8974e+05,1.8945e+05,1.9066e+05,1.9314e+05,1.9913e+05,1.9874e+05,2.0092e+05,2.0253e+05,2.0267e+05,2.033e+05,2.0571e+05,2.006e+05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.9502e+05,3.3614e+05,3.3376e+05,3.234e+05,3.1193e+05,3.3328e+05,3.1844e+05,3.1733e+05,3.3264e+05,3.1936e+05,3.2994e+05,3.2295e+05,3.2375e+05,3.0545e+05,3.1981e+05,3.1488e+05,3.1765e+05,3.3039e+05,3.1326e+05,3.0278e+05,3.1005e+05,3.1228e+05,3.057e+05,3.0996e+05,3.0745e+05,3.0735e+05,3.0313e+05,3.0608e+05,3.0576e+05,3.1676e+05,3.1558e+05,3.0811e+05,3.2944e+05,3.0608e+05,3.1873e+05,3.097e+05,3.2387e+05,3.1145e+05,3.0726e+05,3.1406e+05,3.1107e+05,3.043e+05,3.1447e+05,3.0935e+05,3.0843e+05,2.8594e+05,3.0046e+05,2.9919e+05,2.5928e+05,2.7078e+05,2.3001e+05,2.0656e+05,1.4724e+05,1.094e+05,1.1026e+05,1.6345e+05,2.3287e+05,2.4704e+05,3.0179e+05,2.9534e+05,3.1746e+05,2.9963e+05,2.988e+05,3.0729e+05,3.1466e+05,3.0996e+05,3.1895e+05,3.1892e+05,3.2483e+05,3.1352e+05,3.4072e+05,3.0875e+05,3.2381e+05,3.2295e+05,3.1936e+05,3.2225e+05,3.0274e+05,3.1161e+05,3.2899e+05,3.1437e+05,3.2032e+05,3.0567e+05,3.1307e+05,3.1561e+05,3.2273e+05,3.2496e+05,3.1237e+05,3.0405e+05,3.1358e+05,3.2696e+05,3.2496e+05,3.302e+05,3.5555e+05,3.2381e+05,3.3369e+05,3.1342e+05,3.315e+05,3.4202e+05,3.3522e+05,3.3236e+05,3.2712e+05
2.1618e+05,2.0652e+05,2.0406e+05,1.9671e+05,1.9485e+05,1.9248e+05,1.9283e+05,1.8919e+05,1.8793e+05,1.8728e+05,1.8869e+05,1.8643e+05,1.8543e+05,1.8593e+05,1.7297e+05,1.6338e+05,1.4229e+05,1.0754e+05,52794,33694,52495,98113,1.3958e+05,1.614e+05,1.782e+05,1.8103e+05,1.8568e+05,1.9144e+05,1.9152e+05,1.9724e+05,1.9866e+05,2.0272e+05,2.0045e+05,1.9989e+05,1.9846e+05,2.0939e+05,2.1098e+05,2.1453e+05,2.2186e+05,2.1742e+05,2.2319e+05,2.2543e+05,2.2257e+05,2.268e+05,2.272e+05,2.2515e+05,2.2851e+05,2.2395e+05,2.2808e+05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0148e+05,1.9689e+05,1.9327e+05,1.9529e+05,1.8941e+05,1.9009e+05,1.893e+05,1.8466e+05,1.816e+05,1.7824e+05,1.7658e+05,1.7208e+05,1.673e+05,1.6653e+05,1.6704e+05,1.6571e+05,1.653e+05,1.6446e+05,1.6251e+05,1.5909e+05,1.5273e+05,1.463e+05,1.3454e+05,1.1704e+05,87204,52971,40706,53382,86539,1.1576e+05,1.3933e+05,1.5088e+05,1.5865e+05,1.6484e+05,1.6375e+05,1.6949e+05,1.7165e+05,1.7728e+05,1.7735e+05,1.7643e+05,1.7647e+05,1.7715e+05,1.8435e+05,1.8657e+05,1.9078e+05,1.9185e+05,1.9616e+05,1.9749e+05,1.9621e+05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.2039e+05,2.1025e+05,2.0755e+05,2.1241e+05,2.0783e+05,1.9869e+05,1.989e+05,1.944e+05,1.9641e+05,1.9288e+05,1.9069e+05,1.912e+05,1.8629e+05,1.853e+05,1.8475e+05,1.8116e+05,1.8418e+05,1.7548e+05,1.7729e+05,1.5691e+05,1.4786e+05,1.2499e+05,89005,52569,38052,63142,1.111e+05,1.4067e+05,1.5136e+05,1.7038e+05,1.7838e+05,1.8194e+05,1.8419e+05,1.8554e+05,1.9035e+05,1.9266e+05,1.912e+05,1.9304e+05,1.9274e+05,2.0011e+05,2.0423e+05,2.0695e+05,2.1119e+05,2.1434e+05,2.1301e+05,2.1342e+05,2.2011e+05,2.2279e+05,2.2315e+05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.1808e+05,2.1411e+05,2.1279e+05,2.0878e+05,2.0479e+05,2.0381e+05,1.9612e+05,1.9215e+05,1.9336e+05,1.8924e+05,1.8591e+05,1.8693e+05,1.8967e+05,1.8676e+05,1.8237e+05,1.8352e+05,1.7805e+05,1.6974e+05,1.5793e+05,1.4209e+05,1.1653e+05,77261,52430,56523,77902,1.1628e+05,1.4569e+05,1.6586e+05,1.7577e+05,1.7992e+05,1.8608e+05,1.8847e+05,1.9261e+05,1.9359e+05,1.9739e+05,1.9758e+05,1.9829e+05,2.0148e+05,2.0532e+05,2.1048e+05,2.1058e+05,2.1508e+05,2.1662e+05,2.1676e+05,2.2457e+05,2.208e+05,2.2451e+05,2.273e+05,2.2748e+05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.6081e+05,3.4665e+05,3.4355e+05,3.3034e+05,3.2643e+05,3.2259e+05,3.1764e+05,3.1589e+05,3.1269e+05,3.0892e+05,3.1013e+05,3.1191e+05,3.0861e+05,3.0406e+05,2.9011e+05,2.7487e+05,2.4886e+05,2.1532e+05,1.5507e+05,78560,54212,97570,1.8503e+05,2.4585e+05,2.7895e+05,2.9161e+05,3.0792e+05,3.0761e+05,3.1506e+05,3.1674e+05,3.2515e+05,3.2486e+05,3.3213e+05,3.2619e+05,3.3231e+05,3.349e+05,3.4081e+05,3.5358e+05,3.5562e+05,3.5869e+05,3.5748e+05,3.6752e+05,3.6213e+05,3.672e+05,3.6817e+05,3.728e+05,3.7667e+05,3.7155e+05,3.7469e+05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0418e+05,1.9931e+05,1.925e+05,1.9312e+05,1.863e+05,1.8412e+05,1.8345e+05,1.8098e+05,1.8112e+05,1.8167e+05,1.7945e+05,1.8177e+05,1.7461e+05,1.7137e+05,1.6624e+05,1.5637e+05,1.4118e+05,1.1731e+05,79069,42470,37797,64127,1.1124e+05,1.3309e+05,1.5549e+05,1.6562e+05,1.6916e+05,1.7157e+05,1.7496e+05,1.7919e+05,1.8219e+05,1.8479e+05,1.8917e+05,1.8623e+05,1.9035e+05,1.9172e+05,1.9302e+05,2.0125e+05,2.0331e+05,2.0493e+05,2.0552e+05,2.0391e+05,2.0993e+05,2.1129e+05,2.1487e+05,2.1312e+05,2.1523e+05,2.186e+05,2.1431e+05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0328e+05,1.9799e+05,1.976e+05,1.9298e+05,1.9252e+05,1.8936e+05,1.8494e+05,1.831e+05,1.8137e+05,1.7773e+05,1.7082e+05,1.7306e+05,1.7041e+05,1.7179e+05,1.6916e+05,1.7072e+05,1.6721e+05,1.6286e+05,1.5781e+05,1.4866e+05,1.3454e+05,1.116e+05,77209,54630,49304,60367,99277,1.2646e+05,1.4479e+05,1.5779e+05,1.6774e+05,1.7202e+05,1.7196e+05,1.7767e+05,1.7777e+05,1.8235e+05,1.8225e+05,1.8369e+05,1.8648e+05,1.8603e+05,1.9168e+05,1.9519e+05,1.9824e+05,1.9868e+05,2.0254e+05,2.0389e+05,2.0458e+05,2.0594e+05,2.0651e+05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
