3.8182e+05,4.017e+05,4.2168e+05,4.1143e+05,4.0002e+05,3.6513e+05,4.0356e+05,6.1288e+05,7.2641e+05,9.3421e+05
60095,1.2232e+05,1.4108e+05,2.0032e+05,2.499e+05,3.4172e+05,4.2008e+05,6.0187e+05,7.5861e+05,9.7758e+05
3.6205e+05,3.829e+05,3.4672e+05,3.7556e+05,3.27e+05,3.598e+05,3.4263e+05,4.6943e+05,6.4789e+05,8.73e+05
56368,1.1347e+05,1.3067e+05,1.8598e+05,2.5102e+05,3.206e+05,3.9656e+05,5.7176e+05,7.2342e+05,9.2531e+05
95521,1.885e+05,2.261e+05,3.0258e+05,4.3795e+05,5.3835e+05,6.494e+05,9.6497e+05,1.3021e+06,1.7723e+06
3.9473e+05,3.602e+05,3.8488e+05,3.8244e+05,3.895e+05,3.7315e+05,3.8797e+05,6.0586e+05,6.9257e+05,9.6071e+05
58855,1.2675e+05,1.3422e+05,1.9847e+05,2.6615e+05,3.3053e+05,4.2603e+05,5.9402e+05,7.6469e+05,1.0578e+06
82075,1.5606e+05,1.9912e+05,3.3112e+05,3.8703e+05,5.1647e+05,6.3315e+05,9.6453e+05,1.2804e+06,1.6736e+06
3.8397e+05,3.8576e+05,3.7441e+05,3.9654e+05,3.8755e+05,3.8894e+05,3.8561e+05,5.4808e+05,7.0287e+05,9.252e+05
53571,1.1369e+05,1.3326e+05,1.923e+05,2.5027e+05,3.1649e+05,3.9764e+05,5.6165e+05,6.8123e+05,9.2484e+05
74987,1.3611e+05,1.7223e+05,2.0187e+05,2.9115e+05,3.765e+05,4.6167e+05,6.5509e+05,9.0685e+05,1.005e+06
3.7627e+05,3.9775e+05,4.1805e+05,4.0882e+05,3.9595e+05,3.6348e+05,3.9996e+05,6.0984e+05,7.2242e+05,9.3418e+05
65727,1.3567e+05,1.4144e+05,1.9437e+05,2.8653e+05,3.751e+05,4.4696e+05,6.3946e+05,7.816e+05,9.9724e+05
53130,1.0966e+05,1.2825e+05,1.7442e+05,2.5364e+05,3.2212e+05,3.9996e+05,5.6498e+05,6.9472e+05,8.6298e+05
4.7098e+05,4.631e+05,4.5797e+05,4.7032e+05,4.4221e+05,4.602e+05,4.7046e+05,6.4788e+05,8.1884e+05,9.9644e+05
52486,1.1061e+05,1.2701e+05,1.8226e+05,2.4298e+05,2.8295e+05,3.788e+05,5.6741e+05,6.985e+05,8.9356e+05
