ROI name    Roi_1                    Roi_2                    Roi_3                    
ROI area        0.25 cm2                 0.0637 cm2                   0.20 cm2               
user units  mean      std dev  func  mean      std dev  func  mean      std dev  func  
0            1887351   95619   no     1522395  228392   no     2039108   75506   no    
0            1844517  100078   no     1487609  223320   no     1939613   72048   no    
0            1825616   88445   no     1525871  213263   no     1949983   67489   no    
0            1822644   89387   no     1504089  214288   no     1936921   70417   no    
0            1806675   90963   no     1475187  222838   no     1928880   71125   no    
0            1808568   92454   no     1493054  243042   no     1925687   68334   no    
0            1820124   93097   no     1481909  218137   no     1926234   61983   no    
0            1802636   93902   no     1469831  231860   no     1938327   74308   no    
0            1826086   96680   no     1532730  228204   no     1907067   71991   no    
0            1545865   86142   no     1298057  203253   no     1680028   49808   no    
0            1545592   84900   no     1302230  181405   no     1667928   62459   no    
0            1527229   78510   no     1297889  183249   no     1679628   59997   no    
0            1519237   73956   no     1265670  189528   no     1666662   59199   no    
0            1530364   88154   no     1286354  188612   no     1650461   66088   no    
0            1509283   82670   no     1291881  201800   no     1661578   68056   no    
0            1508076   83382   no     1253693  196012   no     1643608   60192   no    
0            1504562   82858   no     1282568  181277   no     1635433   62565   no    
0            1486116   84129   no     1271871  194833   no     1638633   60111   no    
0            1487285   80687   no     1228705  197658   no     1632591   60262   no    
0            1474540   87041   no     1265896  192749   no     1603078   60948   no    
0            1468643   83070   no     1226357  204372   no     1619660   60375   no    
0            1468779   79739   no     1260082  189933   no     1600793   54105   no    
0            1460632   76434   no     1222995  191387   no     1598069   70724   no    
0            1449716   84269   no     1237908  205395   no     1581613   48135   no    
0            1447878   78182   no     1187837  195447   no     1570729   69027   no    
0            1440234   85967   no     1231860  178897   no     1548247   54167   no    
0            1407787   84445   no     1213993  186759   no     1550586   57623   no    
0            1398739   75343   no     1214249  178931   no     1550698   53971   no    
0            1384926   77561   no     1191998  195073   no     1521520   58635   no    
0            1389310   83990   no     1182573  170068   no     1495888   55096   no    
0            1361445   73950   no     1163096  180455   no     1490932   60889   no    
0            1341538   82325   no     1129493  176609   no     1469233   58519   no    
0            1341836   80161   no     1126085  165270   no     1454426   55897   no    
0            1323300   79013   no     1128709  170019   no     1432932   59681   no    
0            1308539   77406   no     1112528  167277   no     1409424   56682   no    
0            1293961   81278   no     1075273  167572   no     1392564   55040   no    
0            1282779   70515   no     1071460  143829   no     1368354   52346   no    
0            1275415   79951   no     1083038  165958   no     1375128   55603   no    
0            1263810   81512   no     1089223  153892   no     1373018   55698   no    
0            1248321   83201   no     1068509  166946   no     1359418   59434   no    
0            1238806   81740   no     1061659  160644   no     1356824   67162   no    
0            1230588   82277   no     1036613  161834   no     1349334   56803   no    
0            1218177   89102   no     1052779  152103   no     1340854   57737   no    
0            1203911   83391   no     1047910  163016   no     1336519   57696   no    
0            1199388   82906   no     1026099  154329   no     1334424   58357   no    
0            1155390   82497   no     1022334  165467   no     1315434   65546   no    
0            1134579   94311   no      965980  175661   no     1299692   66594   no    
0            1106575   96014   no      973202  147327   no     1296161   58835   no    
0            1068111  107471   no      973287  143883   no     1266873   57184   no    
0            1030574  118473   no      908185  160215   no     1251254   48973   no    
0             977614  139868   no      905069  147065   no     1219879   57427   no    
0             906343  153716   no      834455  133233   no     1171073   55351   no    
0             824924  173144   no      792481  140706   no     1109431   57568   no    
0             738225  191150   no      700796  145373   no     1037559   73012   no    
0             617481  199343   no      604578  143311   no      921765   75443   no    
