ROI name    Roi_1                   Roi_2                   Roi_3                    
ROI area        0.23 cm2                   0.13 cm2                 0.0736 cm2               
user units  mean     std dev  func  mean     std dev  func  mean      std dev  func  
0            664287  124225   no     641884  63911.3  no     1005975  123336   no    
0            525911  102403   no     477739  58428.7  no      885427  123854   no    
0            350864   72954   no     327291  54233.5  no      685255  114051   no    
0            281158   60033   no     246108  56683.8  no      590682  108018   no    
0            198917   48136   no     181107  48890.3  no      467249   92513   no    
0            162124   45467   no     139007  53502.2  no      405507   89918   no    
0            120391   39335   no     107705  46228.0  no      330676   76581   no    
0             99979   35771   no      84584  43077.2  no      285509   69348   no    
0             81790   33440   no      69631  40878.1  no      234158   64428   no    
0             68278   30047   no      58267  36756.2  no      202108   56686   no    
0             56756   27669   no      51081  32184.2  no      164848   50827   no    
0             51130   26542   no      45994  30445.7  no      146056   47257   no    
