ROI name    Roi_1                    Roi_2                    Roi_3                    
ROI area        0.13 cm2                 0.0637 cm2                   0.32 cm2               
user units  mean      std dev  func  mean      std dev  func  mean      std dev  func  
0            1477702  296458   no     1073925  269931   no     1505192  54241.6  no    
0            1312060  311665   no      758616  224508   no     1374860  46108.1  no    
0            1018788  295580   no      519453  191942   no     1075880  46592.1  no    
0             901434  299779   no      327992  173049   no      953909  43837.5  no    
0             744276  277549   no      292993  136906   no      779204  41135.0  no    
0             657313  271559   no      188709  116104   no      666646  40644.8  no    
0             566755  256478   no      152065  108370   no      563800  38945.7  no    
0             512082  244211   no      122967   87075   no      475417  31337.3  no    
0             445176  230367   no      114764   90326   no      402698  33918.6  no    
0             404281  224931   no       99055   77058   no      344682  32741.1  no    
0             355814  213168   no       91318   66697   no      289557  32387.3  no    
0             333002  201782   no       89334   65320   no      256621  28491.6  no    
