ROI name    Roi_1                   Roi_2                   Roi_3                   Roi_4                   Roi_5                   
ROI area        0.18 cm2                 0.0659 cm2                   0.19 cm2                   0.10 cm2                   0.11 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            438887  72156.4  no     428492  117880   no     450278  64906.1  no     417693  54865.1  no     687077  43170.9  no    
0            346091  67964.3  no     329391   87502   no     360072  57891.6  no     327481  41245.7  no     635557  49360.0  no    
0            226133  59102.8  no     218634   63941   no     216161  48907.9  no     193982  27644.4  no     515617  44896.8  no    
0            177128  55051.0  no     166002   47309   no     178766  44865.3  no     151731  25066.5  no     452545  48773.7  no    
0            125048  50777.8  no     117108   41217   no     111548  39256.9  no      95884  22354.5  no     377693  46949.8  no    
0            102554  49560.4  no      97729   36687   no      90545  34504.7  no      76436  23277.1  no     341032  43268.9  no    
0             75015  46740.1  no      71441   37852   no      65837  33897.5  no      50346  17607.3  no     284068  44216.7  no    
0             65871  43512.4  no      57660   32396   no      56091  31660.0  no      44677  17200.3  no     253924  40480.7  no    
0             54859  41637.1  no      50885   33787   no      46768  29277.4  no      35246  16335.7  no     211741  44850.4  no    
0             49522  38525.4  no      47294   31443   no      38071  26552.8  no      29167  15822.2  no     191616  40670.5  no    
0             45301  35271.6  no      41690   25909   no      33093  24108.8  no      27254  14344.2  no     167667  38445.7  no    
0             43740  34248.3  no      38859   25257   no      36014  24216.8  no      23228  11287.3  no     147179  35842.4  no    
