ROI name    Roi_1                    Roi_2                    Roi_3                    
ROI area        0.20 cm2                 0.0791 cm2                   0.36 cm2               
user units  mean      std dev  func  mean      std dev  func  mean      std dev  func  
0            1865135  143694   no     1344333  236983   no     2063900   96007   no    
0            1730051  139623   no     1020449  230154   no     2070092  137396   no    
0            1360993  126586   no      666145  144309   no     1813799  161799   no    
0            1222798  120786   no      501037  145300   no     1747272  188315   no    
0            1000329  101928   no      365775   91233   no     1583393  195996   no    
0             890468  101530   no      268911  103361   no     1500786  206787   no    
0             749775   94638   no      209572   66819   no     1388013  214588   no    
0             659275   93213   no      165141   64927   no     1305976  217774   no    
0             562848   92543   no      153249   63541   no     1214903  217441   no    
0             497600   92899   no      124351   57083   no     1146074  217740   no    
0             418690   88064   no      102543   51843   no     1067247  215211   no    
0             381265   88604   no      111099   54441   no     1007769  209409   no    
