ROI name    Roi_1                   Roi_2                   Roi_3                   
ROI area        0.17 cm2                 0.0791 cm2                   0.40 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            545270  112291   no     371066  224971   no     511321  71141.1  no    
0            538651  120149   no     385216  213458   no     516060  72830.0  no    
0            543031  124064   no     365132  240942   no     513046  68152.0  no    
0            546644  111183   no     358701  226036   no     509185  75716.9  no    
0            539319  122114   no     382697  219892   no     508290  67348.6  no    
0            535661  122193   no     349040  225274   no     505710  70938.9  no    
0            542081  122848   no     402455  225423   no     510523  72062.5  no    
0            533926  113747   no     399225  227913   no     503497  67260.1  no    
0            532915  121868   no     335426  228478   no     501603  65403.5  no    
0            532762  124884   no     371616  207775   no     509193  66558.1  no    
0            535177  120278   no     310887  184022   no     499389  65560.1  no    
0            522077  120831   no     353159  171710   no     494460  71721.0  no    
0            537376  125073   no     327840  156178   no     499612  69461.8  no    
0            529613  123700   no     309567  164357   no     500294  74340.5  no    
0            531198  122300   no     352569  186918   no     499272  65401.7  no    
0            540573  118412   no     402150  184404   no     504147  71181.3  no    
0            528144  122706   no     293160  163728   no     500278  67392.8  no    
0            529274  127096   no     366458  187935   no     495645  67600.3  no    
0            531925  120534   no     424108  197516   no     491519  59213.9  no    
0            525282  122352   no     361272  171825   no     496274  71608.0  no    
0            536093  108105   no     345891  182352   no     496615  63623.6  no    
0            538544  111043   no     347077  189511   no     495083  67958.4  no    
0            537593  113231   no     304323  160964   no     500597  70225.4  no    
0            528185  112403   no     285444  156744   no     498193  68190.1  no    
0            540610  111271   no     281301  186270   no     491735  70518.4  no    
0            543513  108839   no     328445  188201   no     504517  71681.1  no    
0            534712  114715   no     302467  172255   no     495244  66047.2  no    
0            530107  114628   no     326089  176539   no     495414  72810.2  no    
0            522851  120232   no     352347  210259   no     492444  67321.9  no    
0            514314  118692   no     318469  179325   no     485670  66628.5  no    
0            534588  122824   no     403657  224138   no     493281  64840.7  no    
0            521764  114717   no     323832  176077   no     486111  65056.4  no    
