ROI name    Roi_1                   Roi_2                   Roi_3                   
ROI area        0.27 cm2                   0.21 cm2                   0.14 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            705092  54240.2  no     675031  149594   no     860449  137643   no    
0            541524  40791.9  no     518716  116177   no     714669  126401   no    
0            344224  35690.8  no     334885   83905   no     505330  113234   no    
0            261602  34528.7  no     255537   71539   no     423065  102691   no    
0            176061  31021.8  no     182979   50258   no     325168   92779   no    
0            138076  31114.2  no     126823   47145   no     272406   83233   no    
0             99264  28320.1  no      97183   34573   no     220464   80262   no    
0             81729  25193.1  no      70230   30983   no     191529   76602   no    
0             58518  24681.9  no      54745   26191   no     154443   70656   no    
0             52530  20341.5  no      44756   22170   no     145744   67729   no    
0             40715  20268.8  no      39531   21610   no     122189   59769   no    
0             37953  18276.9  no      35070   16430   no     112585   58399   no    
