ROI name    Roi_1                   Roi_2                   Roi_3                   Roi_4                   Roi_5                   
ROI area        0.19 cm2                   0.11 cm2                   0.24 cm2                   0.17 cm2                   0.13 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            581872  116623   no     512104  60521.7  no     476890  42127.4  no     393654  91283.8  no     724222  147345   no    
0            479733  112076   no     388130  47117.5  no     389889  38741.5  no     311518  71358.8  no     616228  132173   no    
0            330642   99046   no     246817  32572.4  no     249193  30871.6  no     200804  48124.7  no     495466  124195   no    
0            276681   93477   no     187416  30522.8  no     203151  32718.3  no     161712  36567.1  no     413020  101196   no    
0            206399   83100   no     118699  25896.4  no     139460  30499.0  no     111041  31037.3  no     337302   93351   no    
0            172847   76551   no      97034  22127.3  no     114898  24816.9  no      88721  26260.4  no     283540   81194   no    
0            136163   68680   no      61622  19233.3  no      85323  27447.3  no      70243  24832.6  no     236290   72361   no    
0            118101   64929   no      53785  22466.0  no      68089  24543.5  no      58655  24790.5  no     201037   66088   no    
0             95272   62974   no      39887  21627.3  no      57267  25309.3  no      48480  22243.5  no     176730   58785   no    
0             83946   57175   no      36337  18205.0  no      50088  23169.9  no      43959  21078.9  no     153919   53119   no    
0             73529   52336   no      30667  15055.2  no      40114  22616.7  no      36265  18961.4  no     126560   51414   no    
0             66229   46448   no      30925  15162.6  no      38481  18561.4  no      35448  20124.8  no     112611   46689   no    
