ROI name    Roi_1                    Roi_2                    Roi_3                    
ROI area        0.16 cm2                   0.10 cm2                   0.33 cm2               
user units  mean      std dev  func  mean      std dev  func  mean      std dev  func  
0            1246510  412101   no     1681878  237806   no     2090254   69833   no    
0            1213089  380949   no     1597175  233968   no     1948168   69311   no    
0            1213817  375485   no     1600999  232847   no     1971430   69065   no    
0            1204051  389539   no     1616226  234369   no     1947405   74158   no    
0            1205298  386249   no     1576809  243695   no     1987119   67925   no    
0            1200423  392129   no     1595577  229339   no     1948498   68271   no    
0            1212355  393030   no     1564428  239500   no     1999051   64992   no    
0            1212909  387674   no     1589348  249320   no     1964625   71210   no    
0            1212367  389134   no     1587623  227763   no     1946289   68129   no    
0            1066406  340094   no     1329651  173874   no     1735040   69363   no    
0            1064576  330701   no     1327649  176658   no     1730841   71048   no    
0            1068819  327462   no     1315063  186863   no     1725072   73125   no    
0            1053058  338297   no     1325337  181380   no     1734843   73491   no    
0            1057455  332141   no     1328522  184257   no     1723458   68578   no    
0            1056117  341634   no     1326500  181612   no     1718235   70495   no    
0            1063405  329664   no     1315355  185846   no     1707519   68111   no    
0            1051046  326368   no     1302225  181291   no     1713708   74447   no    
0            1059980  317278   no     1301742  175917   no     1709893   76559   no    
0            1047856  325606   no     1294143  183954   no     1692649   68120   no    
0            1060226  332478   no     1295076  171318   no     1697558   76596   no    
0            1042540  321175   no     1293307  177961   no     1678379   71917   no    
0            1047386  314324   no     1274378  156059   no     1682254   71580   no    
0            1045533  329225   no     1274632  165651   no     1682846   74589   no    
0            1036525  330842   no     1283313  159176   no     1661804   78292   no    
0            1044315  320445   no     1234573  168768   no     1673750   78911   no    
0            1036215  327461   no     1228887  178190   no     1662531   73634   no    
0            1029299  318152   no     1255102  162107   no     1647609   71949   no    
0            1024964  319724   no     1220755  168904   no     1643060   70395   no    
0            1013718  314841   no     1222531  163954   no     1631013   69918   no    
0            1032903  320091   no     1191231  163270   no     1629418   71671   no    
0            1020099  317344   no     1205189  167312   no     1613488   81443   no    
0            1007618  317358   no     1174391  151094   no     1608616   80486   no    
0            1010639  315053   no     1168436  163785   no     1609464   80012   no    
0             999610  322426   no     1154930  162864   no     1585018   82081   no    
0             999634  300400   no     1147085  170045   no     1559257   90494   no    
0             990943  310820   no     1157518  153368   no     1559322   82025   no    
0             978108  307903   no     1134177  176724   no     1549765   81735   no    
0             975574  307667   no     1120404  173037   no     1530031   81550   no    
0             963488  305775   no     1113968  177299   no     1528231   89440   no    
0             962765  310248   no     1120631  167578   no     1497738   85251   no    
0             954312  299776   no     1103272  169634   no     1474693   93427   no    
0             943390  298987   no     1081257  158529   no     1463193   95913   no    
0             941472  284262   no     1067903  159994   no     1447307   91112   no    
0             927775  297208   no     1071541  151943   no     1429093   85521   no    
0             920593  281652   no     1055625  139206   no     1408895   84742   no    
0             913685  278164   no     1027184  153123   no     1397268   86204   no    
0             906602  278158   no     1031062  128706   no     1379268   81622   no    
0             887031  282401   no      974852  141836   no     1383819   76624   no    
0             885305  276896   no      985946  131323   no     1364670   76986   no    
0             877587  270173   no      936278  128677   no     1343342   70630   no    
0             871949  280152   no      889974  121873   no     1358938   69542   no    
0             862636  284301   no      815513  123804   no     1342437   69111   no    
0             844513  276648   no      776230  124964   no     1332140   67476   no    
0             843911  274045   no      665812  152395   no     1317256   65760   no    
0             839404  272989   no      570010  156213   no     1321426   76556   no    
0             831961  269696   no      475268  158856   no     1303401   82362   no    
0             800069  277967   no      366508  164977   no     1284438   87975   no    
0             788426  277087   no      284399  154089   no     1267138  102380   no    
0             775903  260808   no      235809  115343   no     1240507  115035   no    
0             749877  280553   no      207913   87365   no     1196932  142172   no    
0             719846  278249   no      247828  101508   no     1149484  181258   no    
0             685677  291048   no      303814  162273   no     1089834  221540   no    
0             655104  291294   no      389476  214825   no     1018794  281948   no    
0             615671  285731   no      479288  239694   no      916254  329919   no    
0             567564  286010   no      601631  242928   no      810616  368730   no    
0             514348  266563   no      662423  254558   no      707440  381022   no    
0             462304  236875   no      754597  241720   no      590233  357691   no    
0             399452  190243   no      811335  216050   no      518156  324456   no    
0             352648  151280   no      852325  225597   no      451994  284328   no    
0             304664  106148   no      903731  201159   no      416866  242472   no    
0             267819  103552   no      920585  183347   no      421729  258264   no    
0             236707  114790   no      990103  187411   no      452995  289972   no    
0             251945  134731   no     1005750  173594   no      535240  331141   no    
0             300399  127570   no     1028258  188858   no      629281  344705   no    
0             354823  127939   no     1054684  188000   no      740154  333647   no    
0             432577  130005   no     1100247  200885   no      852546  314752   no    
0             503044  129705   no     1103334  190071   no      961195  271500   no    
0             568995  140841   no     1132100  190195   no     1051652  215895   no    
0             628554  160446   no     1138348  192413   no     1120745  170607   no    
0             677568  163613   no     1157464  203336   no     1189251  131425   no    
0             716209  184605   no     1168666  192911   no     1229985  101926   no    
0             740401  190159   no     1177044  204887   no     1268424   78937   no    
0             769711  194046   no     1192333  191464   no     1287344   72771   no    
0             798099  203420   no     1193473  203703   no     1313282   72907   no    
0             802166  206050   no     1216830  200249   no     1335858   75699   no    
0             817749  223668   no     1226998  217711   no     1360289   67045   no    
0             843082  234378   no     1234823  218061   no     1386845   59212   no    
0             862159  234274   no     1247724  217345   no     1394769   63290   no    
0             868527  248612   no     1294532  209535   no     1403165   64628   no    
0             889918  245106   no     1302925  205439   no     1420467   56802   no    
0             915468  259710   no     1287449  225962   no     1432393   62179   no    
0             913642  255263   no     1298578  215928   no     1462171   57520   no    
0             917952  258039   no     1312312  207845   no     1483003   61153   no    
0             936020  258177   no     1326076  217094   no     1485265   66177   no    
0             944279  265946   no     1316053  205693   no     1518653   72853   no    
0             951326  267405   no     1354659  209648   no     1515357   68877   no    
0             959517  276700   no     1373932  203438   no     1543054   65109   no    
0             973176  274196   no     1380979  198256   no     1549241   67378   no    
0             979544  285729   no     1392043  214669   no     1570437   68418   no    
0             989870  284639   no     1383861  215428   no     1591691   62707   no    
0            1002536  285688   no     1381977  222685   no     1599831   60659   no    
0             998961  294532   no     1398291  209602   no     1635188   65682   no    
0            1014945  300016   no     1395445  219704   no     1628842   58957   no    
0            1027407  305323   no     1397505  225114   no     1643564   58390   no    
0            1032579  300846   no     1410902  212625   no     1668583   57506   no    
0            1037675  305205   no     1399439  218790   no     1664529   59942   no    
0            1038813  313068   no     1428759  219646   no     1689825   62757   no    
0            1030038  311656   no     1426404  215188   no     1703161   60165   no    
0            1049608  315930   no     1414687  218721   no     1691506   58608   no    
0            1058621  311856   no     1419364  221415   no     1695480   62683   no    
