ROI name    Roi_1                   Roi_2                   Roi_3                   Roi_4                   Roi_5                   
ROI area        0.19 cm2                 0.0659 cm2                   0.19 cm2                   0.10 cm2                   0.11 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            490956  122817   no     520533  143327   no     617970  273306   no     520227  40587.9  no     801284  66623.9  no    
0            392486   96003   no     404065  113222   no     525165  259345   no     421119  37665.2  no     734258  71992.0  no    
0            257871   72912   no     261341   83462   no     346853  211986   no     257559  31452.1  no     584388  65797.2  no    
0            202394   64881   no     194708   71633   no     292627  194402   no     207406  32804.3  no     507387  58508.7  no    
0            149666   55076   no     144289   59857   no     203572  164171   no     129309  30014.8  no     419575  52377.4  no    
0            116881   51843   no     104452   58133   no     182423  150982   no     108926  24592.6  no     368584  48029.6  no    
0             89623   49705   no      81622   51805   no     137136  138192   no      72664  24361.2  no     303392  46014.3  no    
0             78691   44281   no      69651   50836   no     125226  126277   no      63276  26023.8  no     271173  46673.1  no    
0             61813   44607   no      53380   45648   no     107552  119806   no      50401  25407.1  no     220682  41516.2  no    
0             60061   40296   no      52612   48239   no      96822  111011   no      40999  20137.0  no     197531  35417.2  no    
0             49724   36223   no      42450   43263   no      89740  103701   no      32978  19392.8  no     164792  34202.3  no    
0             47982   37218   no      39228   42609   no      80459   98874   no      35285  18847.3  no     149285  33701.8  no    
