ROI name    Roi_1                   Roi_2                   Roi_3                   
ROI area        0.19 cm2                   0.11 cm2                   0.62 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            424614  102217   no     505115  315186   no     645004  104763   no    
0            430329  107110   no     485170  301122   no     641878  102643   no    
0            428849  112383   no     500499  305769   no     642729  107333   no    
0            424595  115250   no     503459  301960   no     637705  106274   no    
0            417440  106373   no     500103  303895   no     634086  103740   no    
0            423734  102039   no     485833  300814   no     630784  101015   no    
0            415097  113348   no     492142  304619   no     633335  106747   no    
0            429843  104595   no     502285  315560   no     629761  103346   no    
0            415524  107802   no     512745  319531   no     632808  104122   no    
0            411397   94534   no     513920  335627   no     639178  108770   no    
0            416300  100119   no     491492  291848   no     623330  104459   no    
0            396915   91984   no     484609  272944   no     640055   97943   no    
0            388281   87138   no     475710  235283   no     641906  112786   no    
0            384561   83997   no     447206  219581   no     628495   99187   no    
0            375710   90641   no     405830  199336   no     630057   95848   no    
0            381009   69432   no     398428  154987   no     623176   97658   no    
0            368979   76702   no     390731  157619   no     626028   94713   no    
0            368115   76036   no     385086  154058   no     620472   95769   no    
0            360909   73547   no     387926  158980   no     622413   95178   no    
0            362699   79629   no     389414  144957   no     621223   93476   no    
0            368266   76077   no     385489  170157   no     623872   92332   no    
0            369793   72341   no     393293  167006   no     621177   92386   no    
0            364538   80892   no     406091  186942   no     626084   90258   no    
0            361908   81363   no     420887  177948   no     621821   96595   no    
0            361300   78091   no     394519  182431   no     626891   97035   no    
0            360481   81629   no     416615  182658   no     627666   91647   no    
0            365445   84467   no     401252  180113   no     626435   93594   no    
0            359160   75610   no     405864  183794   no     626047   96055   no    
0            362131   75838   no     402226  191848   no     623588   93825   no    
0            358164   83447   no     413168  176851   no     623772   94500   no    
0            353050   74833   no     399012  174715   no     625210   92188   no    
0            361482   77448   no     395421  188789   no     625995   89751   no    
