ROI name    Roi_1                   Roi_2                   Roi_3                   Roi_4                   Roi_5                   
ROI area        0.24 cm2                   0.12 cm2                   0.11 cm2                   0.15 cm2                   0.15 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            648833  145365   no     630548  89895.5  no     624751  47909.1  no     575400  138056   no     815253  64670.7  no    
0            492917  112660   no     481858  72035.6  no     468350  36696.3  no     416597  106613   no     728680  66279.2  no    
0            319116   79778   no     323251  57239.2  no     313344  33227.3  no     276899   76246   no     584797  52325.2  no    
0            250341   67086   no     245087  49920.1  no     240966  34471.4  no     208897   60622   no     512436  47681.1  no    
0            169138   51958   no     165342  39611.9  no     162595  29495.9  no     139991   43124   no     418413  48103.6  no    
0            133945   44751   no     131859  35679.5  no     128312  29653.9  no     105388   35427   no     366840  38905.6  no    
0             99078   39001   no      94010  30942.9  no      92582  27780.7  no      70347   22890   no     305453  35088.5  no    
0             81445   36975   no      77007  27087.9  no      78439  28597.8  no      58784   20450   no     265922  34021.6  no    
0             62319   31151   no      57066  27557.6  no      54370  26063.7  no      45493   20125   no     221064  34246.2  no    
0             55350   29486   no      49271  23881.9  no      54164  25971.8  no      34528   15658   no     193689  28453.6  no    
0             43309   24751   no      38715  20847.0  no      45655  24595.5  no      28164   15256   no     160866  27214.5  no    
0             38796   23446   no      34655  21406.8  no      40029  27178.9  no      23442   14010   no     143250  26586.8  no    
