ROI name    Roi_1                   Roi_2                   Roi_3                   Roi_4                   Roi_5                   
ROI area        0.22 cm2                   0.14 cm2                   0.28 cm2                   0.20 cm2                   0.15 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            269680  104963   no     185254  37717.5  no     250394  72816.1  no     194488  75807.0  no     429276  296140   no    
0            265748  111909   no     193076  32089.6  no     255822  65367.7  no     200682  78427.5  no     446063  291119   no    
0            276696  111291   no     189135  34772.5  no     256120  65675.1  no     199445  80180.8  no     420528  288857   no    
0            280834  110345   no     191793  36788.2  no     250428  66977.1  no     205525  80486.3  no     417625  273524   no    
0            275266  114381   no     192804  36459.8  no     245426  68134.5  no     201514  75206.9  no     410005  277527   no    
0            278579  121511   no     189081  33000.0  no     240336  59095.8  no     194308  75361.9  no     418365  261585   no    
0            269170  116051   no     186478  35087.6  no     235556  60652.0  no     197303  61032.6  no     414422  266573   no    
0            272982  115606   no     185447  27677.5  no     235021  63935.5  no     189151  68260.2  no     410514  252047   no    
0            271886  119169   no     183675  29422.9  no     235862  59446.0  no     191370  63847.4  no     420786  254660   no    
0            266671  106813   no     189118  36498.2  no     236318  60780.3  no     197954  71701.0  no     422995  271982   no    
0            251324  104839   no     182833  34899.3  no     227170  55618.7  no     182522  79854.1  no     411145  267779   no    
0            240101  100254   no     182224  34598.9  no     238069  61336.6  no     179760  85582.6  no     389019  270275   no    
0            238880   95186   no     170719  37493.2  no     239345  62495.5  no     176484  86201.7  no     403407  259275   no    
0            242824   99767   no     173789  33525.5  no     240388  58402.0  no     184607  87532.1  no     405099  276848   no    
0            245509   90148   no     169316  34774.1  no     251965  62230.2  no     191512  82468.0  no     399954  272046   no    
0            248477  101005   no     177493  31040.7  no     241857  67616.2  no     193022  75016.3  no     396849  282058   no    
0            243441  107647   no     182022  31738.6  no     238611  52091.1  no     184514  86150.4  no     413541  289803   no    
0            250765   98457   no     179515  41264.1  no     237189  63151.7  no     184358  73513.8  no     417335  286538   no    
0            247636  103773   no     178329  32403.1  no     231245  59126.5  no     183759  77073.8  no     409445  285124   no    
0            248499  113738   no     185026  32724.4  no     236884  63830.3  no     184362  72119.5  no     414970  281165   no    
0            238674  102570   no     184996  37212.8  no     227009  60661.4  no     185334  75414.1  no     413874  292319   no    
0            243436  108496   no     186638  35985.6  no     224175  67284.0  no     177796  62616.4  no     407873  296151   no    
0            256962  106523   no     195394  28062.0  no     219300  64374.4  no     181568  68439.4  no     410008  290334   no    
0            247693  107312   no     182585  39325.2  no     213795  61419.5  no     171791  60099.6  no     411104  305231   no    
0            248824  104613   no     181657  35784.7  no     212652  59536.1  no     174871  63020.3  no     401317  302338   no    
0            248220  102387   no     177389  37815.4  no     214907  65598.4  no     177656  72287.4  no     392430  297024   no    
0            246020  105522   no     188574  30970.8  no     213810  74171.4  no     179163  68135.8  no     394619  305226   no    
0            243042   96451   no     187311  40728.7  no     226637  72942.8  no     171767  74057.5  no     401991  300943   no    
0            237500   94015   no     192634  35797.2  no     222938  73069.8  no     175438  67897.1  no     403837  312095   no    
0            231708   87576   no     184535  34074.1  no     229287  76285.2  no     177640  72367.4  no     407987  326122   no    
0            236790   82629   no     189725  36591.0  no     246382  81189.0  no     178973  74346.1  no     416321  324966   no    
0            234099   77414   no     183437  29511.3  no     250637  95123.7  no     185447  81079.1  no     417321  339255   no    
