ROI name    Roi_1                   Roi_2                   Roi_3                    
ROI area        0.19 cm2                   0.15 cm2                   0.16 cm2               
user units  mean     std dev  func  mean     std dev  func  mean      std dev  func  
0            662923  69799.8  no     766524  50165.4  no     1299503  405160   no    
0            505525  56568.8  no     589274  47172.9  no     1160609  375867   no    
0            318634  47250.0  no     387616  38056.5  no      928901  311153   no    
0            243532  39655.3  no     291310  37060.4  no      809637  280968   no    
0            164823  35626.2  no     213264  33101.3  no      679904  240215   no    
0            126584  36002.4  no     163108  31148.7  no      604544  221302   no    
0             91080  26612.3  no     116370  32009.0  no      530573  202320   no    
0             74662  28931.7  no      95488  30962.6  no      484688  190692   no    
0             54812  24789.9  no      67273  26537.1  no      432840  175385   no    
0             48560  23410.6  no      54417  26885.9  no      408553  168883   no    
0             39197  20006.1  no      48769  24868.3  no      369591  157567   no    
0             37088  20086.2  no      41010  24135.8  no      348419  155879   no    
