ROI name    Roi_1                    Roi_2                    Roi_3                    
ROI area        0.12 cm2                 0.0989 cm2                   0.27 cm2               
user units  mean      std dev  func  mean      std dev  func  mean      std dev  func  
0            1207745  231415   no     1189283  212578   no     1824755  176403   no    
0             979538  201560   no      881464  154776   no     1678308  192455   no    
0             695572  154180   no      571155  107034   no     1310704  196261   no    
0             572278  136877   no      439770  111203   no     1179341  202094   no    
0             432998  113579   no      291855   79956   no      940503  211104   no    
0             364009  101945   no      233329   80006   no      841817  211080   no    
0             302162   96274   no      154123   61051   no      689609  212402   no    
0             264416   82440   no      131791   61478   no      608414  205991   no    
0             225360   84647   no       95429   45128   no      515042  205735   no    
0             202629   76077   no       86234   44784   no      448779  200194   no    
0             174282   73524   no       68118   31400   no      387763  196001   no    
0             162584   70134   no       69733   34816   no      343275  190239   no    
