ROI name    Roi_1                   Roi_2                   Roi_3                   
ROI area        0.29 cm2                 0.0879 cm2                   0.23 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            300416  75253.9  no     375639  277040   no     516774  68536.8  no    
0            303159  66998.1  no     347948  272151   no     504149  70607.3  no    
0            304417  66119.4  no     330206  266662   no     507600  69228.1  no    
0            298764  71777.0  no     337403  264693   no     499195  73261.2  no    
0            299649  66116.2  no     354794  272608   no     504821  67859.3  no    
0            303395  66080.9  no     334833  276499   no     496995  74903.6  no    
0            300801  64882.9  no     346963  281088   no     497220  70216.2  no    
0            293669  66185.0  no     344853  262606   no     498022  74166.7  no    
0            295564  68243.4  no     366279  256056   no     509132  73505.0  no    
0            303598  68266.7  no     328765  238101   no     501349  75751.5  no    
0            310908  66425.2  no     348243  276139   no     486863  69043.9  no    
0            308827  64458.4  no     323081  228448   no     495273  76892.5  no    
0            311071  70888.0  no     322680  243344   no     497421  71100.9  no    
0            314440  78180.4  no     356172  271223   no     491213  71848.7  no    
0            305220  73255.0  no     325297  228788   no     490002  66511.4  no    
0            303341  75617.2  no     303107  235982   no     498104  73367.8  no    
0            306949  74568.2  no     368131  259957   no     487520  61235.2  no    
0            295586  68803.9  no     317897  244616   no     496513  74341.2  no    
0            301983  70198.7  no     313052  250658   no     491945  75717.0  no    
0            304667  75431.0  no     301108  243816   no     499205  73331.6  no    
0            305078  72166.1  no     400481  239543   no     497767  72132.8  no    
0            302202  70583.7  no     339724  250952   no     503684  80615.8  no    
0            299908  73956.4  no     341722  223804   no     498043  68639.6  no    
0            302154  76229.4  no     357190  249873   no     503811  65373.4  no    
0            296310  69973.0  no     346936  263802   no     498924  71213.3  no    
0            296297  70475.1  no     373666  262381   no     496458  72160.4  no    
0            301581  71716.5  no     324432  267849   no     494443  68695.0  no    
0            307451  71733.6  no     320447  256345   no     496376  70560.5  no    
0            294273  70255.1  no     319936  262854   no     495036  65106.9  no    
0            299440  65254.0  no     332147  242439   no     493086  67993.0  no    
0            291869  69837.6  no     307500  247518   no     489031  73348.1  no    
0            299482  75745.3  no     374364  259576   no     494572  76484.4  no    
