ROI name    Roi_1                   Roi_2                   Roi_3                   
ROI area        0.25 cm2                   0.16 cm2                 0.0967 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            202295  41728.1  no     173781  33279.2  no     365775   94163   no    
0            199577  42304.1  no     169825  32559.6  no     355725  102153   no    
0            200035  35922.8  no     170479  29886.8  no     352861  102538   no    
0            198865  41300.5  no     173048  27308.5  no     359772  101865   no    
0            197207  41635.1  no     171200  30501.3  no     349280   92096   no    
0            198202  38390.8  no     178505  32109.5  no     351440   86271   no    
0            191455  36964.9  no     170932  30024.1  no     347768   82259   no    
0            198585  39704.4  no     169604  40836.4  no     353308   92158   no    
0            199122  41245.5  no     168226  33365.2  no     356538   98970   no    
0            198469  42655.7  no     160578  36400.8  no     348474   97618   no    
0            198163  42209.2  no     170751  30943.1  no     344397   92127   no    
0            197836  37085.3  no     171087  31189.8  no     352739   98228   no    
0            196322  30121.9  no     171804  39965.5  no     353544   90270   no    
0            191295  43477.8  no     174463  29875.7  no     349884   93435   no    
0            196357  41845.4  no     168325  30033.9  no     344101   88172   no    
0            193216  36578.0  no     180573  33583.9  no     350919   88530   no    
0            191570  36318.7  no     175227  31854.4  no     342629   94636   no    
0            194822  42971.5  no     173961  29811.9  no     337761   84850   no    
0            193646  37290.8  no     179287  33995.7  no     339892   76908   no    
0            189684  41443.0  no     169808  31455.6  no     342022   80065   no    
0            189249  39047.0  no     171596  39882.8  no     337829   77940   no    
0            197636  36281.9  no     162168  26254.1  no     338197   80388   no    
0            195232  37809.8  no     157672  35318.0  no     341587   87744   no    
0            193530  42831.3  no     177127  32702.5  no     349251   82295   no    
0            189102  34770.8  no     171543  29253.0  no     341910   89542   no    
0            187945  34778.8  no     175088  32786.7  no     343867   87841   no    
0            189840  42652.4  no     169573  32961.6  no     343538   87854   no    
0            186855  36646.2  no     166379  34731.8  no     347422   82492   no    
0            189975  34883.3  no     169455  32728.9  no     341887   89938   no    
0            189575  40262.4  no     163466  33329.1  no     336454   83668   no    
0            190585  40779.2  no     168771  30357.7  no     332910   81245   no    
0            195241  43420.1  no     167767  35954.2  no     337418   80167   no    
