ROI name    Roi_1                   Roi_2                   Roi_3                   
ROI area        0.23 cm2                   0.15 cm2                 0.0736 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            615093  75959.3  no     564886  84853.9  no     935753  84549.5  no    
0            496967  65026.2  no     424657  73136.3  no     827006  85179.3  no    
0            343551  54617.3  no     283191  60071.7  no     636323  70387.0  no    
0            282344  52438.5  no     214956  50587.9  no     556723  71057.7  no    
0            211428  49845.4  no     150086  49610.7  no     444532  62186.2  no    
0            172771  44893.8  no     115488  43081.6  no     380577  57274.0  no    
0            135032  44709.4  no      80630  38907.4  no     309233  46533.2  no    
0            115688  42069.9  no      70375  39427.7  no     262966  49562.0  no    
0             91207  39280.7  no      53463  31230.9  no     215541  41220.3  no    
0             83361  37957.4  no      45346  32472.9  no     188827  36285.0  no    
0             66765  34851.3  no      39289  25142.2  no     151159  33814.1  no    
0             59554  33763.8  no      36392  23131.4  no     129538  29854.2  no    

