ROI name    Roi_1                   Roi_2                   Roi_3                   Roi_4                   Roi_5                   
ROI area        0.27 cm2                   0.14 cm2                   0.12 cm2                   0.19 cm2                   0.16 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            309479  70845.4  no     290094  57931.6  no     277981  36415.8  no     275731  155720   no     447098  179263   no    
0            302081  67470.3  no     286641  54105.6  no     275980  35475.0  no     273318  144530   no     443120  177926   no    
0            292181  68344.7  no     281723  53781.5  no     275671  25129.4  no     276187  153324   no     447040  158594   no    
0            301445  73954.3  no     276639  60830.3  no     281650  33492.6  no     275651  155298   no     444022  166331   no    
0            311397  79230.6  no     277253  55063.5  no     266730  39522.1  no     253670  135293   no     451427  156855   no    
0            302386  76558.8  no     271986  53438.3  no     283234  35159.1  no     284143  142756   no     450982  155111   no    
0            299349  79017.5  no     270131  55426.5  no     291057  43957.2  no     280104  143394   no     443785  145812   no    
0            298255  73297.4  no     281372  59765.4  no     289587  44347.5  no     264499  129915   no     437856  148714   no    
0            300578  78604.6  no     280616  52624.9  no     281404  51682.7  no     258311  138487   no     431682  145700   no    
0            292734  72805.1  no     275864  55831.6  no     293953  46592.6  no     273037  145799   no     428200  131861   no    
0            290548  75721.8  no     268464  60733.3  no     286714  44982.9  no     277558  149251   no     419079  133607   no    
0            303376  72993.5  no     268623  61001.8  no     278251  32204.4  no     266339  147817   no     425324  125533   no    
0            296117  71768.2  no     271768  57670.0  no     279862  32247.9  no     262893  149065   no     428038  126452   no    
0            296762  69096.2  no     275407  55206.3  no     260772  32518.5  no     265920  146875   no     423770  137076   no    
0            296950  67286.9  no     274778  53085.0  no     264635  34269.3  no     263732  144457   no     435451  129074   no    
0            290477  70413.0  no     272679  48914.8  no     260821  33302.5  no     268883  156895   no     432415  138693   no    
0            288089  68595.9  no     273846  54085.2  no     271620  31400.0  no     268858  157167   no     428889  131660   no    
0            285355  62477.4  no     263426  54385.6  no     252741  41328.6  no     253258  153981   no     428161  132180   no    
0            285554  59711.6  no     259078  48365.7  no     264930  36969.5  no     269677  158063   no     422060  130079   no    
0            288779  66990.8  no     265672  57372.9  no     269274  31814.3  no     265066  156265   no     432598  128435   no    
0            291343  71530.4  no     267000  46357.9  no     265778  41873.4  no     267266  150969   no     427296  119890   no    
0            293531  67644.5  no     263853  50883.2  no     269586  39530.0  no     257606  147696   no     424950  128457   no    
0            290729  74842.6  no     273840  42892.8  no     259690  34115.2  no     262881  148880   no     421432  117500   no    
0            289756  77074.0  no     273537  45368.2  no     264946  40853.1  no     254404  145053   no     419784  110482   no    
0            289108  68554.8  no     276875  49887.5  no     280682  42338.8  no     266389  138756   no     416640  108634   no    
0            289585  71769.1  no     268426  48197.3  no     266055  38336.5  no     253098  143769   no     423442  103413   no    
0            286630  63952.6  no     269609  50600.6  no     281221  39710.9  no     267588  148393   no     424569  120697   no    
0            292364  68299.0  no     267161  48226.9  no     279731  46057.9  no     268336  151452   no     428202  122909   no    
0            284524  75043.6  no     274101  50941.0  no     271404  37404.9  no     246864  151443   no     420907  127056   no    
0            291925  65946.4  no     271020  51026.8  no     257226  34414.3  no     255826  144506   no     424067  131256   no    
0            278891  69971.1  no     270808  47390.7  no     251706  38551.3  no     255442  152482   no     420681  126470   no    
0            289311  67577.7  no     275523  56304.9  no     268112  37471.8  no     267385  152463   no     418354  131045   no    
