ROI name    Roi_1                   Roi_2                   Roi_3                   
ROI area        0.25 cm2                   0.12 cm2                   0.35 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            305392   97788   no     352535  275161   no     531052  110769   no    
0            300821   92729   no     366991  283795   no     534530  107687   no    
0            300515   97007   no     392669  302152   no     528417  108436   no    
0            301286   90590   no     375704  310570   no     529269  110506   no    
0            298333   94432   no     391020  303320   no     527416  110903   no    
0            300148   94696   no     355891  321159   no     531565  111519   no    
0            304161   98977   no     352981  320092   no     527119  112845   no    
0            308188  103971   no     379068  353444   no     528806  111353   no    
0            303326  104164   no     374241  360356   no     538717  114974   no    
0            310443  112089   no     358257  395627   no     533862  118477   no    
0            303015  100390   no     391790  411100   no     529032  113045   no    
0            308332  105884   no     412166  413138   no     538410  120086   no    
0            303541  101794   no     446989  378300   no     529659  122534   no    
0            307642   94508   no     405956  395279   no     534717  122438   no    
0            306451  102388   no     434164  377126   no     527088  120585   no    
0            297642   98783   no     404744  391638   no     530477  120257   no    
0            298448  104227   no     392924  398947   no     530410  119451   no    
0            299793   94914   no     390039  400268   no     530686  116272   no    
0            297778   96037   no     396805  385574   no     524346  118228   no    
0            301851   91706   no     406779  403075   no     527580  120525   no    
0            307287   96930   no     417669  415586   no     532536  119683   no    
0            305856  102935   no     457202  432673   no     530159  124298   no    
0            307605  102669   no     450277  471290   no     528558  127048   no    
0            306301  114148   no     461022  492227   no     535799  126886   no    
0            317822  118039   no     461339  510587   no     530126  123585   no    
0            309107  113336   no     489165  491984   no     533207  125984   no    
0            304944  110617   no     493341  500078   no     526638  126007   no    
0            304076  101180   no     501466  516306   no     531112  123898   no    
0            302927   96948   no     503394  502837   no     530740  125506   no    
0            306882   99960   no     495173  492717   no     525791  121659   no    
0            297228   96325   no     479418  479852   no     525972  122632   no    
0            297637   96345   no     533628  458043   no     532897  124781   no    
