ROI name    Roi_1                   Roi_2                    Roi_3                    
ROI area        0.21 cm2                 0.0967 cm2                   0.30 cm2               
user units  mean     std dev  func  mean      std dev  func  mean      std dev  func  
0            983316  208586   no     1088707  163335   no     1521426  130609   no    
0            770159  193401   no      807112  126698   no     1372720  143549   no    
0            515439  161041   no      533378   87346   no     1056962  121966   no    
0            394048  138367   no      423103   75263   no      948300  114755   no    
0            284230  132689   no      283587   60508   no      738362   96500   no    
0            222844  113664   no      247973   58147   no      660577   88880   no    
0            170601  100557   no      158776   48793   no      528630   78718   no    
0            135684   87476   no      143890   40758   no      465405   71566   no    
0            104800   74822   no       97694   40129   no      379586   65413   no    
0             94395   67303   no       78830   33731   no      334293   59372   no    
0             72101   60229   no       72549   34611   no      279010   55222   no    
0             67382   50179   no       52052   30774   no      243509   52400   no    
