ROI name    Roi_1                   Roi_2                   Roi_3                   
ROI area        0.26 cm2                   0.14 cm2                 0.0758 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            521452  45928.0  no     554767  29326.0  no     892943  172149   no    
0            395923  45562.7  no     424492  32503.0  no     793752  161009   no    
0            253070  39693.5  no     280543  31563.4  no     631033  135111   no    
0            197148  43157.7  no     217640  33010.3  no     550269  123884   no    
0            131944  40743.0  no     148321  29749.5  no     456061  108573   no    
0            104635  37824.5  no     121331  29031.3  no     404215  104746   no    
0             78511  36498.9  no      84615  29056.7  no     336809   94897   no    
0             63702  34374.9  no      74834  27009.4  no     303920   95437   no    
0             50378  31887.0  no      56724  25580.2  no     262183   91127   no    
0             45983  29118.9  no      49761  23295.1  no     238714   90408   no    
0             39049  25292.3  no      42798  23506.1  no     202443   87443   no    
0             38256  25667.5  no      40100  19418.5  no     188280   89874   no    
