ROI name    Roi_1                    Roi_2                    Roi_3                    
ROI area        0.20 cm2                 0.0703 cm2                   0.64 cm2               
user units  mean      std dev  func  mean      std dev  func  mean      std dev  func  
0            1667437  203487   no     1901773   96124   no     2045922  115586   no    
0            1613514  205702   no     1803059   78056   no     1928467  106308   no    
0            1595551  201434   no     1806071   94864   no     1927021  102186   no    
0            1615220  196848   no     1805621   94269   no     1925517  104648   no    
0            1605645  217585   no     1782151   92243   no     1911598  107191   no    
0            1606791  195595   no     1845178   86866   no     1940729  107055   no    
0            1611477  212303   no     1774100  120014   no     1919087  103675   no    
0            1604516  211362   no     1810963  110215   no     1931639  101121   no    
0            1600314  215189   no     1785530   98303   no     1918757  109165   no    
0            1409685  192268   no     1544625   93699   no     1742922  102901   no    
0            1396034  195161   no     1533905   74111   no     1731697  102051   no    
0            1391610  184464   no     1536228   85969   no     1726093   98848   no    
0            1389551  177158   no     1522282   84714   no     1721742  100147   no    
0            1392830  182369   no     1506091  106804   no     1737742  103228   no    
0            1382476  170458   no     1527281  107277   no     1722279  103471   no    
0            1389323  182990   no     1498515   89734   no     1704154  101970   no    
0            1379373  189116   no     1526187   88150   no     1729775  107987   no    
0            1382299  188614   no     1502260   87820   no     1712741   98560   no    
0            1377628  191321   no     1491041   83161   no     1711614  101502   no    
0            1382433  183063   no     1519344   77541   no     1725829   97827   no    
0            1367631  182316   no     1503682   87120   no     1699624  106994   no    
0            1369528  184897   no     1490431   95046   no     1699836  101306   no    
0            1369649  183982   no     1442833   87420   no     1685025  104771   no    
0            1366669  199099   no     1456091   88384   no     1680351  115193   no    
0            1361067  174247   no     1497961   85161   no     1707325  105585   no    
0            1368433  182348   no     1456911   88893   no     1684729  100064   no    
0            1361307  190413   no     1441581   89486   no     1679550  104663   no    
0            1353311  183841   no     1439551   88467   no     1673346  108463   no    
0            1358338  186522   no     1424604   91328   no     1668450  106107   no    
0            1356932  185177   no     1433492   84752   no     1660096  111956   no    
0            1337624  176531   no     1428089   83444   no     1655013  111423   no    
0            1343699  182598   no     1391541   77669   no     1646775  112083   no    
0            1334046  174277   no     1399921   78445   no     1643194  111059   no    
0            1329199  178466   no     1391407   84719   no     1632401  113678   no    
0            1335994  186173   no     1377003   74982   no     1628573  110950   no    
0            1316013  175160   no     1366039   64216   no     1612062  118960   no    
0            1315442  173413   no     1332972   73774   no     1605044  117825   no    
0            1310020  178705   no     1336386   74488   no     1602029  118150   no    
0            1306295  176864   no     1327185   64065   no     1582554  120802   no    
