ROI name    Roi_1                    Roi_2                    Roi_3                    
ROI area        0.25 cm2                 0.0637 cm2                 0.0791 cm2               
user units  mean      std dev  func  mean      std dev  func  mean      std dev  func  
0            1233411  101718   no     1349537  317051   no     1713634  71371.7  no    
0             991000  112561   no     1004423  234080   no     1530799  71720.6  no    
0             628240  112740   no      734753  214435   no     1226211  64666.2  no    
0             511785  107889   no      525770  155490   no     1066841  54613.6  no    
0             347719   98808   no      399624  148813   no      873979  57212.0  no    
0             281825   91576   no      335603  113443   no      755827  50264.3  no    
0             206804   83695   no      257429  110098   no      624189  53188.1  no    
0             180772   74364   no      221136   69668   no      530615  42760.9  no    
0             133462   65358   no      190770   68785   no      443334  43042.2  no    
0             112169   53117   no      165446   52566   no      389505  39347.5  no    
0              84618   55509   no      134997   46973   no      324010  38122.6  no    
0              83000   48320   no      139489   51716   no      286064  36563.7  no    
