ROI name    Roi_1                   Roi_2                   Roi_3                   
ROI area        0.11 cm2                   0.19 cm2                   0.15 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            387652  79822.2  no     295727   95784   no     775984  315530   no    
0            385005  73519.2  no     281333   99561   no     764699  314821   no    
0            382043  72809.5  no     281158  100366   no     764221  310872   no    
0            386398  74199.6  no     280584   91963   no     764215  312811   no    
0            384740  73134.4  no     285116   96724   no     760107  301538   no    
0            374721  68556.8  no     281994   99877   no     751775  303983   no    
0            376545  67711.7  no     279639   94536   no     763002  299764   no    
0            374152  67952.7  no     286252   93715   no     767344  301331   no    
0            371847  58261.9  no     288619   99949   no     756900  300863   no    
0            372790  58214.3  no     291219   96473   no     777307  308467   no    
0            370833  65045.2  no     288118   94314   no     778003  296632   no    
0            376539  62357.3  no     286736  104380   no     791166  310338   no    
0            373777  64432.3  no     294688  104606   no     794145  301620   no    
0            365520  61734.1  no     301805  107229   no     795023  303891   no    
0            377777  54856.6  no     302908  102946   no     790308  306351   no    
0            371516  63062.7  no     307279  107689   no     801701  305336   no    
0            365861  67471.1  no     304290  106821   no     804397  298296   no    
0            366725  59576.7  no     305797  105381   no     805241  315413   no    
0            370676  62205.4  no     296054  101770   no     804861  304531   no    
0            370983  59859.1  no     299131  103535   no     809874  308377   no    
0            369171  67696.2  no     296993  105882   no     807057  305087   no    
0            366900  55002.7  no     292783   94793   no     802521  302321   no    
0            372519  60079.9  no     291195   93714   no     795759  302875   no    
0            370219  66157.3  no     290979   93871   no     788836  296508   no    
0            371487  65592.5  no     282026   92916   no     785213  295006   no    
0            369778  55822.0  no     276747   97571   no     773584  299709   no    
0            363246  63960.7  no     281911   95417   no     765357  305921   no    
0            365876  61968.1  no     284621   93009   no     765511  303886   no    
0            367590  62824.3  no     276724   93688   no     749567  295960   no    
0            355072  57766.4  no     275143  105544   no     758917  302278   no    
0            361833  63235.9  no     272030   99923   no     756301  297808   no    
0            348794  60981.5  no     275273   97154   no     764852  304930   no    
