ROI name    Roi_1                   Roi_2                   Roi_3                   Roi_4                   Roi_5                   
ROI area        0.21 cm2                   0.12 cm2                   0.31 cm2                   0.21 cm2                   0.15 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            477599  277876   no     275143   98965   no     204494  68264.3  no     176030  33363.7  no     358761   90246   no    
0            468682  279333   no     283510  106803   no     209882  61904.5  no     173154  29093.7  no     353806  102694   no    
0            464736  275031   no     281257  107966   no     202994  62000.6  no     181035  30588.7  no     348483   90550   no    
0            479995  271605   no     283791  105547   no     199205  66446.1  no     175497  35416.2  no     366030   95848   no    
0            480278  282974   no     286406  107574   no     193205  68302.2  no     182156  41544.3  no     344492   79200   no    
0            476709  276298   no     283070  112176   no     194034  65640.5  no     185598  29421.6  no     339482   98736   no    
0            482115  282375   no     291983  114884   no     196278  64420.1  no     182368  43692.1  no     332048   76375   no    
0            476594  279480   no     307897  100864   no     199000  59871.2  no     179848  33790.8  no     344500  107550   no    
0            471824  276207   no     290938  110051   no     204058  58840.4  no     177744  34445.1  no     345199   89527   no    
0            470201  271920   no     290315  104287   no     196682  67424.4  no     180086  39101.5  no     358662   91581   no    
0            444697  261667   no     260865  102312   no     171737  53959.7  no     155949  35902.9  no     343294   93056   no    
0            433703  265231   no     254280   94864   no     166035  49419.3  no     158842  35552.0  no     337388   94951   no    
0            433671  265656   no     251348  100115   no     170387  52734.8  no     161629  34397.7  no     345633   96983   no    
0            433673  265277   no     251309   92177   no     160859  48629.1  no     160783  30927.8  no     345566   96447   no    
0            435333  263201   no     243744   91448   no     165263  43427.9  no     167300  30342.8  no     340690   95295   no    
0            431157  258575   no     252483   87532   no     172259  48575.4  no     159658  31188.0  no     344976   96990   no    
0            429548  272809   no     251563   92049   no     175164  52952.8  no     170194  32320.5  no     345435   99342   no    
0            437611  266889   no     257424   94313   no     161731  49180.1  no     163734  33478.6  no     343849  103339   no    
0            439426  258959   no     255423   95979   no     169674  50539.3  no     166184  30923.5  no     348340   94904   no    
0            442352  262569   no     277619   99036   no     168920  49667.5  no     165629  33958.7  no     342200  106171   no    
0            452507  258419   no     268925  100368   no     172365  50518.0  no     175129  32475.7  no     346411  109337   no    
0            446849  263391   no     267001  105863   no     172208  52439.9  no     171123  31076.3  no     351806  117048   no    
0            443460  264689   no     261495  104412   no     170734  51373.6  no     176526  29503.6  no     341241  106970   no    
0            446455  260224   no     280001   96104   no     162374  47523.4  no     156716  36235.1  no     333768  102708   no    
0            446525  261939   no     273261  104587   no     169897  48087.2  no     176737  30504.8  no     330813   98068   no    
0            449969  255203   no     261586   98843   no     165665  53206.8  no     179031  37491.5  no     339706   94936   no    
0            439831  258534   no     266760   98599   no     163660  53848.2  no     168001  33458.2  no     330287   72732   no    
0            440647  260842   no     270767   99774   no     178324  48716.3  no     174841  33526.9  no     329046   82155   no    
0            433648  258170   no     266645   94203   no     172462  52861.6  no     177204  32159.2  no     316223   72058   no    
0            421142  260824   no     261578   95503   no     175388  46585.0  no     181477  32440.3  no     313396   58190   no    
0            408091  251347   no     250242   90543   no     176491  53291.2  no     176314  35533.0  no     332850   51275   no    
0            395195  240804   no     239432   84522   no     178223  52139.4  no     180068  32806.2  no     332330   62800   no    
