ROI name    Roi_1                   Roi_2                   Roi_3                   Roi_4                   Roi_5                   
ROI area        0.26 cm2                   0.12 cm2                   0.21 cm2                   0.22 cm2                   0.11 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            255514  129361   no     191152  45931.8  no     198599  35658.3  no     166341  53968.1  no     313991  65678.0  no    
0            257402  125791   no     201110  40533.6  no     197683  33970.9  no     161685  52919.3  no     308888  78623.4  no    
0            256400  130567   no     196419  34943.0  no     204463  38541.1  no     167803  55243.2  no     293497  73074.2  no    
0            259179  129858   no     195882  38397.8  no     204595  30523.4  no     161439  60670.6  no     296773  75584.0  no    
0            266406  126773   no     190987  25333.0  no     205258  36900.1  no     168200  59822.6  no     283737  88846.4  no    
0            263242  135617   no     195656  31720.9  no     202435  35136.2  no     169868  67351.9  no     292007  77658.7  no    
0            262459  129093   no     201128  40103.7  no     208765  35540.8  no     168999  53789.8  no     283830  88435.7  no    
0            265521  138260   no     199293  33816.1  no     202105  29160.8  no     170743  56278.5  no     294225  84494.1  no    
0            257938  130708   no     195162  40595.8  no     206133  38027.6  no     165908  59804.4  no     278622  85384.0  no    
0            269195  133737   no     196136  30337.2  no     208306  31736.6  no     168078  49222.7  no     305405  81016.1  no    
0            258893  141246   no     186086  44659.3  no     203147  36068.1  no     165935  56926.6  no     291173  76677.7  no    
0            259485  134773   no     186940  32164.2  no     206223  25000.4  no     167734  56164.0  no     294022  76506.4  no    
0            257704  138060   no     185217  45846.1  no     196678  34549.3  no     163029  50958.6  no     296616  72086.3  no    
0            253460  130402   no     188507  41278.5  no     195087  30730.4  no     151901  53028.4  no     299925  71137.3  no    
0            252522  123444   no     191857  43382.7  no     202743  34522.7  no     161899  52804.3  no     300408  70555.6  no    
0            257803  127534   no     201100  36482.0  no     201167  32096.6  no     158750  55868.9  no     289870  62637.5  no    
0            257350  135323   no     187714  35768.0  no     202756  37145.7  no     154238  58471.7  no     287549  80787.3  no    
0            254754  132409   no     194061  27411.8  no     204628  41281.2  no     163680  50083.2  no     281354  80351.0  no    
0            262552  132395   no     198434  30966.3  no     206298  36870.7  no     164919  63511.4  no     290039  78236.5  no    
0            263363  130476   no     195870  27573.2  no     206759  43745.4  no     165688  62718.0  no     280958  88796.2  no    
0            259338  127052   no     199102  21915.0  no     215794  51257.2  no     166995  65226.4  no     286879  87639.9  no    
0            265823  124739   no     206905  34066.5  no     210935  43521.6  no     175772  65166.1  no     292130  91172.0  no    
0            269619  130028   no     202538  31263.8  no     215295  36549.4  no     163641  59692.7  no     292151  81976.3  no    
0            276124  128824   no     192064  28960.8  no     212498  42702.2  no     170937  68257.1  no     297193  89306.2  no    
0            273001  129193   no     203077  27396.6  no     218289  40628.8  no     177305  62323.0  no     298642  88685.8  no    
0            273034  136789   no     201980  32464.0  no     213171  41797.6  no     165827  53013.3  no     302100  85185.3  no    
0            269983  134053   no     214040  41530.7  no     210188  33741.2  no     161163  58485.9  no     303608  79578.0  no    
0            274662  137740   no     221103  32529.6  no     210121  35489.0  no     164329  58880.9  no     296675  78791.4  no    
0            280463  133146   no     218890  39096.6  no     211663  32999.6  no     165742  59817.8  no     307237  67827.6  no    
0            273907  129119   no     223968  36355.9  no     214769  34810.6  no     170461  56336.7  no     302758  70802.4  no    
0            271119  125226   no     212914  34292.0  no     209233  30676.6  no     164602  51685.8  no     298487  60641.8  no    
0            270422  130176   no     212572  43133.5  no     207698  35304.2  no     167854  55853.5  no     300132  61511.1  no    
