ROI name    Roi_1                   Roi_2                   Roi_3                   
ROI area        0.16 cm2                   0.13 cm2                   0.33 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            547674  188394   no     471948  164573   no     685071  117517   no    
0            536088  188686   no     442173  162366   no     674204  115870   no    
0            534574  186943   no     398548  157715   no     671585  125502   no    
0            529946  181983   no     442126  173050   no     665156  116774   no    
0            528241  180478   no     425861  152205   no     672433  114292   no    
0            536644  187235   no     452720  152601   no     677173  116272   no    
0            533732  190348   no     454089  197711   no     676183  115144   no    
0            537418  197362   no     480445  197780   no     673528  115695   no    
0            553888  201494   no     485878  221092   no     681513  122300   no    
0            559839  202792   no     487106  276216   no     675039  122064   no    
0            545422  205544   no     532364  352824   no     666810  120138   no    
0            543253  214045   no     552256  359734   no     670570  120454   no    
0            549761  210780   no     533190  336442   no     668438  120248   no    
0            544793  204648   no     566981  343444   no     666330  111834   no    
0            550804  201892   no     501634  329596   no     668651  117897   no    
0            535297  201695   no     512862  335280   no     671135  118394   no    
0            541875  198022   no     520530  330372   no     660946  115905   no    
0            539262  189259   no     532608  317589   no     668530  120989   no    
0            539829  188977   no     517233  324003   no     651946  118004   no    
0            535292  201188   no     524512  343518   no     651989  112510   no    
0            539571  197559   no     555009  350413   no     659182  115801   no    
0            552496  209444   no     570303  390840   no     664844  113603   no    
0            560414  215440   no     602210  443908   no     668412  113422   no    
0            561942  219459   no     656481  487839   no     667368  112754   no    
0            561020  221811   no     668269  491055   no     663432  110635   no    
0            550875  222402   no     646749  515703   no     664110  116378   no    
0            563254  218123   no     634421  509142   no     655968  117267   no    
0            554175  212893   no     623515  495954   no     656475  118924   no    
0            548715  211860   no     631593  480050   no     653032  116637   no    
0            542501  213083   no     626625  469031   no     652169  111477   no    
0            538165  201443   no     649676  459832   no     653195  110684   no    
0            537681  204192   no     605591  439512   no     653361  112261   no    
