ROI name    Roi_1                   Roi_2                   Roi_3                   Roi_4                   Roi_5                   
ROI area        0.24 cm2                 0.0762 cm2                   0.23 cm2                   0.13 cm2                   0.13 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            203116  89936.8  no     196411  70511.1  no     190237  71195.0  no     158046  37704.4  no     338539  48599.0  no    
0            198277  85983.0  no     188282  52437.0  no     184047  56409.1  no     159490  34677.4  no     348977  45304.5  no    
0            196119  80751.6  no     190252  61110.8  no     180036  62562.6  no     148598  36047.3  no     353482  49891.5  no    
0            189967  88841.3  no     184121  56604.0  no     184569  52697.1  no     154980  32340.2  no     348907  56100.7  no    
0            195907  72419.9  no     190742  65063.7  no     177682  53624.2  no     140334  39348.3  no     348752  52903.0  no    
0            197087  85148.1  no     194148  62845.9  no     185121  53171.9  no     151741  33284.1  no     336441  48499.1  no    
0            194684  86760.6  no     174969  52926.5  no     183852  58124.3  no     156762  43149.2  no     331352  50242.2  no    
0            190795  87539.4  no     181515  59408.4  no     171946  53715.5  no     148534  44612.6  no     339036  44709.7  no    
0            193473  88029.3  no     188829  65279.1  no     180101  52690.6  no     159437  40224.3  no     346339  46960.4  no    
0            195804  80632.6  no     173569  57443.8  no     176875  53391.8  no     148621  35321.9  no     347135  48780.2  no    
0            196674  74500.0  no     174443  50436.0  no     191561  53755.4  no     166729  41163.8  no     336424  47602.7  no    
0            188655  80405.6  no     185234  62509.5  no     195695  55494.8  no     155966  29728.2  no     338164  45080.9  no    
0            190130  87174.7  no     184399  56144.6  no     209915  54830.1  no     152883  40708.3  no     338373  42043.9  no    
0            188864  75593.5  no     189051  53741.9  no     186379  56661.0  no     162939  36507.4  no     342290  36608.2  no    
0            190956  85790.4  no     196058  61210.3  no     202995  72348.9  no     148202  27789.7  no     342014  40861.6  no    
0            189420  83522.9  no     188357  53697.1  no     189841  56111.6  no     163479  41603.5  no     346102  50222.0  no    
0            192946  85950.1  no     196352  46581.8  no     190629  60040.4  no     156086  30656.4  no     332391  37503.0  no    
0            192356  87042.5  no     195522  60005.4  no     203500  54585.5  no     159155  51704.6  no     348605  57581.4  no    
0            190994  74745.3  no     195607  54324.3  no     202463  58068.1  no     156452  40858.5  no     336587  50024.6  no    
0            187935  80172.1  no     203212  50675.3  no     193720  55528.4  no     144222  38289.8  no     336324  39454.8  no    
0            191573  80387.4  no     197497  53616.6  no     189729  62869.5  no     152903  46535.1  no     342732  38922.5  no    
0            187452  77066.3  no     188575  54364.9  no     199921  62677.7  no     135783  33056.6  no     334650  45636.4  no    
0            188608  78124.5  no     191919  59977.0  no     189554  49874.8  no     148053  45051.7  no     335089  41313.4  no    
0            195915  81598.1  no     187464  48395.1  no     186226  65393.3  no     150690  36992.6  no     340366  44486.7  no    
0            194941  80223.4  no     204833  67284.0  no     184238  51608.1  no     143875  37205.6  no     337815  34127.3  no    
0            192338  83450.4  no     198519  64183.7  no     180857  45428.5  no     159986  39545.5  no     337571  33441.1  no    
0            188622  84825.4  no     174240  45204.8  no     184871  59568.3  no     149618  33264.2  no     334309  43716.3  no    
0            196696  82198.7  no     193326  61216.8  no     186035  58492.2  no     158310  45886.5  no     345258  40954.4  no    
0            184493  78114.7  no     174161  50164.9  no     211654  61491.1  no     148495  37213.2  no     342892  56451.8  no    
0            181340  79435.5  no     188110  62315.0  no     195354  60991.1  no     140619  47885.3  no     342381  29138.7  no    
0            186407  78515.1  no     189363  54998.6  no     202405  55106.0  no     153966  37495.3  no     337692  43633.5  no    
0            184647  79034.8  no     178461  54735.4  no     193855  65559.8  no     157827  41572.3  no     345285  39022.6  no    
