ROI name    Roi_1                    Roi_2                    Roi_3                    
ROI area        0.13 cm2                 0.0791 cm2                 0.0923 cm2               
user units  mean      std dev  func  mean      std dev  func  mean      std dev  func  
0            1285102   99641   no     1072041  100504   no     1622823   99292   no    
0             981488  133942   no      803867   81183   no     1462172  101143   no    
0             637685  142176   no      531059   73070   no     1142678   84371   no    
0             497764  147012   no      440945   71315   no     1017779   81390   no    
0             343786  147281   no      284921   55019   no      813705   65064   no    
0             278604  137766   no      264353   49719   no      717388   62690   no    
0             200581  132853   no      151769   47457   no      585583   52796   no    
0             178802  118300   no      167726   45450   no      514476   52330   no    
0             136471  114492   no      115478   40889   no      435325   45837   no    
0             121436  102884   no      108492   37108   no      367643   40435   no    
0              99875   98251   no       84604   33322   no      320463   39538   no    
0              92282   94576   no       78587   34143   no      267408   40048   no    
