ROI name    Roi_1                   Roi_2                   Roi_3                   Roi_4                   Roi_5                   
ROI area        0.22 cm2                 0.0762 cm2                   0.19 cm2                   0.13 cm2                   0.13 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            161471  49806.9  no     185076  39241.5  no     236321   83327   no     184099   87363   no     342436  46867.4  no    
0            169137  55250.1  no     176151  54673.7  no     246524   83087   no     186182   84773   no     342875  39297.6  no    
0            168639  62430.7  no     178540  57432.5  no     229964   84697   no     187257   82452   no     343674  51862.2  no    
0            167402  58409.7  no     191772  36641.7  no     235449   95236   no     201237   85984   no     352159  49177.2  no    
0            167225  55654.5  no     186656  48606.0  no     245314   83998   no     195660   86013   no     345257  48529.7  no    
0            173112  57446.4  no     173662  50212.9  no     230302   96664   no     191955   73574   no     341292  49761.2  no    
0            172939  59996.5  no     172917  42412.4  no     240276   90193   no     196204   81613   no     340271  44448.8  no    
0            165781  54053.4  no     184760  36052.4  no     250261   86313   no     199153   89567   no     337278  41571.1  no    
0            165411  57492.7  no     180301  51033.9  no     237659   86361   no     187098   78641   no     343359  41371.4  no    
0            170340  58521.2  no     181891  46360.7  no     231300   82028   no     189773   86624   no     341639  43866.5  no    
0            163332  52752.3  no     185819  40872.7  no     208644   97289   no     179709   83920   no     331778  50701.1  no    
0            159838  55623.0  no     182519  55286.9  no     207224   97554   no     176148   86184   no     339773  33506.1  no    
0            172508  67952.6  no     177290  56974.1  no     198020  101593   no     164499   88402   no     330611  40762.5  no    
0            162665  62053.3  no     166562  57574.0  no     195220   97596   no     174376   89739   no     343168  32962.0  no    
0            158965  64249.3  no     172882  41309.1  no     195697   94481   no     171038   76394   no     337921  43372.0  no    
0            165154  64923.5  no     178513  60176.0  no     207730   94454   no     165921   89972   no     336033  43176.2  no    
0            167807  66697.8  no     173249  58292.8  no     217385   88678   no     175611   78383   no     335665  37457.1  no    
0            159080  61592.7  no     171815  47495.4  no     198565   93313   no     182500   81364   no     340978  52184.2  no    
0            167496  57876.2  no     178687  41751.4  no     200042  107866   no     178147   86432   no     351605  51030.3  no    
0            165099  64107.6  no     168806  47216.7  no     201070  102889   no     185649   81425   no     342114  50033.0  no    
0            168690  59148.7  no     165049  56947.9  no     189209  106743   no     169136   77029   no     339659  56797.4  no    
0            159142  67966.3  no     165994  50125.8  no     198125   97890   no     192377   84306   no     332782  44817.4  no    
0            161700  61916.0  no     166348  57672.3  no     186933  103551   no     175095   88883   no     342149  52878.4  no    
0            162412  62424.8  no     176844  45261.3  no     190054  107700   no     173202   85575   no     337911  42334.6  no    
0            163596  60747.0  no     181273  45809.9  no     200395   97627   no     184046   79660   no     340346  46541.7  no    
0            161443  62358.7  no     174425  60671.8  no     207528   96894   no     178198   87844   no     344683  53783.6  no    
0            162383  66454.7  no     166767  46503.9  no     197571  105610   no     170730   95807   no     342371  55401.2  no    
0            164803  66544.5  no     176354  60559.9  no     196800   99225   no     171184   90228   no     338624  56989.0  no    
0            162089  63462.7  no     167461  39235.1  no     188509   93745   no     173807  100245   no     340175  49517.5  no    
0            164387  63176.7  no     167860  37694.8  no     180642  102189   no     167446   79449   no     328800  58261.9  no    
0            170292  59852.4  no     179738  59259.1  no     180948  107204   no     174074   86635   no     337832  54413.9  no    
0            160839  65370.0  no     163904  50237.9  no     178602   98985   no     174933   96052   no     342065  53899.0  no    
