ROI name    Roi_1                   Roi_2                   Roi_3                   Roi_4                   Roi_5                   
ROI area        0.20 cm2                 0.0659 cm2                   0.18 cm2                   0.10 cm2                   0.11 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            393174  70278.3  no     398691  128731   no     434285  125807   no     344572  78874.1  no     677559  40278.5  no    
0            304196  52053.9  no     309739   91133   no     370175   98741   no     275570  74241.8  no     621182  44737.0  no    
0            188975  38360.9  no     191947   59263   no     252570   72820   no     183460  54160.0  no     504115  45020.9  no    
0            147146  33112.8  no     151103   50677   no     217185   66521   no     153481  51215.1  no     439357  47351.9  no    
0            100008  28577.3  no     104851   33999   no     159196   51871   no     106341  50153.6  no     367593  39637.5  no    
0             82054  23241.6  no      88509   34065   no     135296   44287   no      89906  41101.7  no     324060  43592.1  no    
0             57535  24625.1  no      63157   27385   no     111713   41914   no      71598  39429.6  no     271340  46668.3  no    
0             49524  22846.3  no      49057   24368   no      99844   40235   no      62326  38117.3  no     242061  43255.4  no    
0             39960  19803.7  no      39761   19127   no      82338   39962   no      53287  34465.5  no     199594  38502.2  no    
0             35998  19861.0  no      40317   25778   no      79201   34671   no      52344  31667.7  no     184181  38946.6  no    
0             32171  16647.9  no      32704   20234   no      64935   30586   no      44905  30406.5  no     154161  39712.7  no    
0             31242  18330.8  no      34831   26930   no      63297   28095   no      40488  29597.6  no     137941  41134.7  no    
